Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
10592,Carrie,Stephen King,"King, Stephen",,"=""1416524304""","=""9781416524304""",1,3.98,Pocket,Mass Market Paperback,272,2005,1974,2018/08/04,2018/08/04,horror,horror (#129),read,,,,1,0
10629,Christine,Stephen King,"King, Stephen",Marie Milpois,"=""2253147699""","=""9782253147695""",1,3.83,LGF,Paperback,411,2001,1983,2018/08/09,2018/08/05,horror,horror (#130),read,"I did it! I finished the damn book! <br/>And my problem with it, as opposed to the previous two Stephen King's books I read, wasn't so much the creepy description of teenage breasts and nipples or the horribly hateful way in which he portrays fat people (although there was obviously a lot of that. Don't forget, this <i> is </i> a Stephen King book.) <br/>No, my main issue here was the fact that this book is <i> unbearably </i> boring. Probably the most boring book I have ever read. Ever.<br/><br/>I won't talk about all the things that bothered me. If I did this wouldn't be a review, it would be a whole essay, and I definitely have better things to do with my time. So I'll be brief and only mention a few things that drove me insane.<br/><br/>I've said it before and I'll say it again and I'll keep saying it until my dying day:<br/><b> STEPHEN KING IS A BAD WRITER. </b><br/><br/>Remember my review of <i> Carrie, </i> where I mentioned a few of King's tips on how to be a good writer? One of them was ""Don't get overly caught up on grammar"". Well, Stephen, when you don't care much about the rules of language, you end up with things like this (which is, by far, my absolutely favourite line in <i> Christine</i>):<br/><br/><b>  ""Hey, no! Put that away, man!"" That sounded very much ungood. </b><br/><br/><img src=""http://cdn1.clevver.com/wp-content/uploads/2014/04/ridiculous-college-classes-scrabble.gif"" width=""450"" height=""250"" /><br/><br/><br/><br/>Now, on to my second favourite excerpt. At some point, Dennis, the protagonist and narrator of half of the story, encounters two kids that keep using the word ""poopy-kaka"" (whatever, they're kids). Their father enters the scene and we get the following gem:<br/><br/><b> ""What you doing out here? You want me to put a bang-shang-a-lang on you?"" <br/>Oh God, what an onomatopoeic family, I thought. For Christ's sake don't put a bang-shang-a-lang on them, Pops -they might make poopy-kaka in their pants. </b><br/><br/>I can't find the words to describe how much I hated this particular excerpt. So I won't. But I will say this:<br/><b> POOPY-KAKA IS NOT ONOMATOPOEIA, YOU FUCKING MORON. </b><br/><br/>I can't believe this is a phrase that I have now said. <br/><br/><br/><br/>Moving on. <br/>There were particular bits that made me want to throw this book at the wall. I will list them in detail because I suffered and so you must too.<br/><br/>Let's count, for example, the instances where someone laughs, but not really:<br/><br/><i>• He laughed anyway -a little defensive laugh.<br/>• I was still laughing, but it wasn't a good laughter anymore.<br/>• ...and then uttered a shakey little laugh.<br/>• LeBay laughed... a little reluctantly, I thought.<br/>• I laughed a little. It was a shakey sound.<br/>• I laughed again, but this time it sounded even more shakey.<br/>• ...and make myself utter a defensive little laugh.<br/>• Arnie uttered a harsh laugh.<br/>• He uttered a crazy laugh.<br/>• They laughed. But it was a brief laughter, and not really that good.<br/>• Arnie agreed and they both laughed a little -although it was a sad sort of laughter.<br/>• ...Arnie said, and laughed his almost-genuine laugh.<br/>• Arnie laughed. It was a hard, contemptuous sound.<br/>• He laughed a short, embarrassed laugh.<br/>• ...Pomberton said, and then uttered a laugh without much humour.<br/>• Junkins uttered a laugh without much humour.<br/>• Junkins uttered a bewildered little laugh.<br/>• She laughed nervously at this last, as if trying to tale the curse off an obvious absurdity.<br/>• He laughed, an ugly, contemptuous sound. </i><br/><br/><br/>Have you had enough? OK, let's move on to Leigh, the love interest. I'll spare you the instances where her breasts are mentioned without any obvious reason (other than the fact that this book is written by King). Instead, let's focus on her arrogant cheekbones:<br/><br/><i>• A cornfed American beauty, you would have said, except for the high cheekbones, which seemed a little arrogant.<br/>• I was struck by her beauty again, calm and undemanding except for those high, arrogant cheekbones -the sort of cheekbones you expect to see on a lady probably carrying a knife in her belt. </i> (?????)<br/><i>• Leigh, with her lovely face (enhanced by those slanting, almost cruel cheekbones)...<br/>• I could feel the passion those high cheekbones hinted at.<br/>• ...she of the pink nylon scarf and the arrogant Nordic cheekbones. </i><br/><br/><br/>I'm tired. I'm done.<br/><br/>I do have one last thing to say, however. I get that there are people who like King's books, I really do. Some of his ideas are really interesting and he can write creepy scenes that get under your skin and make you feel very uneasy (I'm not talking teenage-pornography-creepy, but ghost-demon-clowns-creepy. Although he can definitely do both.)<br/>BUT. To anyone claiming that he is a good writer on a technical level, to anyone that enjoys his prose: Would you honestly, HONESTLY, still claim you like his prose if he were a woman writing YA or romance novels? Would you?? Would you admire his masterful grip on the English language??<br/><br/>NO! YOU WOULDN'T! FIGHT ME!",,,1,0
11851783,Tales of Edgar Allan Poe,Edgar Allan Poe,"Poe, Edgar Allan","Charles Baudelaire, Harry Clarke","=""""","=""""",4,4.23,The Franklin Library,Leather Bound,304,1979,1849,,2018/04/22,horror,horror (#125),read,,,,1,0
23129410,"Welcome to Night Vale (Welcome to Night Vale, #1)",Joseph Fink,"Fink, Joseph",Jeffrey Cranor,"=""0062351427""","=""9780062351425""",5,3.83,Harper Perennial,Hardcover,401,2015,2015,2018/06/01,2018/04/15,"fantasy, horror","fantasy (#99), horror (#124)",read,,,,1,0
28208687,"It Devours! (Welcome to Night Vale, #2)",Joseph Fink,"Fink, Joseph",Jeffrey Cranor,"=""""","=""""",4,4.06,Harper Collins,Paperback,347,2017,2017,2018/06/09,2018/05/30,"fantasy, horror","fantasy (#100), horror (#127)",read,,,,1,0
206172,The Pit and the Pendulum,Edgar Allan Poe,"Poe, Edgar Allan",,"=""0146000110""","=""9780146000119""",5,4.19,Penguin Books,Paperback,64,1995,1842,,2018/04/22,"short-stories-novelettes, horror","short-stories-novelettes (#32), horror (#126)",read,,,,1,0
6366271,"Snow, Glass, Apples",Neil Gaiman,"Gaiman, Neil",Julie Dillon,"=""""","=""""",4,4.14,Black Phoenix Alchemy Lab,Paperback,25,2008,1995,2018/05/25,2018/04/03,"fairy-tales, retellings, short-stories-novelettes, fantasy, horror","fairy-tales (#5), retellings (#2), short-stories-novelettes (#36), fantasy (#98), horror (#123)",read,,,,1,0
12344319,The Weird: A Compendium of Strange and Dark Stories,Ann VanderMeer,"VanderMeer, Ann","Jeff VanderMeer, George R.R. Martin, Bob Leman, Haruki Murakami, Mervyn Peake, Michael Chabon, Neil Gaiman, William Gibson, Franz Kafka, Stephen King, Kelly Link","=""1848876874""","=""9781848876873""",0,4.27,Corvus,Paperback,1126,2010,2010,,2018/03/27,"short-stories-multiple-authors, currently-reading, horror","short-stories-multiple-authors (#1), currently-reading (#1), horror (#122)",currently-reading,,,,1,0
943402,Let the Right One In,John Ajvide Lindqvist,"Lindqvist, John Ajvide",,"=""1847241697""","=""9781847241696""",2,4.04,Quercus Publishing Plc,Hardcover,513,2007,2004,2018/03/01,2017/08/18,horror,horror (#116),read,,,,1,0
8908,World War Z: An Oral History of the Zombie War,Max Brooks,"Brooks, Max",,"=""0307346609""","=""9780307346605""",0,4.02,Crown,Hardcover,342,2006,2006,,2017/08/18,"zombies, to-read, horror","zombies (#15), to-read (#59), horror (#119)",to-read,,,,0,0
830502,It,Stephen King,"King, Stephen",,"=""0450411435""","=""9780450411434""",2,4.25,New English Library,Paperback,1116,1987,1986,2017/09/15,2017/08/17,horror,horror (#114),read,,,,1,0
10239382,The Ritual,Adam Nevill,"Nevill, Adam",,"=""0230754929""","=""9780230754928""",2,3.6,Pan Publishing,Paperback,418,2011,2011,2020/01/21,2019/09/12,horror,horror (#113),read,"Pros:<br/>- Good, creepy writing<br/>- Genuinely scary<br/><br/>Cons:<br/>- 400-page book feels like 900-page book<br/>- Second half was repetitive, tiring and fairly ridiculous<br/>- What is it with horror writers and fat people?? You don't have to be like Stephen King in order to be successful, you know",,,1,0
62005,A Night in the Lonesome October,Roger Zelazny,"Zelazny, Roger",Gahan Wilson,"=""0380771411""","=""9780380771417""",4,4.19,Avon Books,Paperback,280,1994,1993,2019/10/31,2019/08/28,"fantasy, horror","fantasy (#56), horror (#111)",read,,,,1,0
125553,"Welcome to Dead House (Goosebumps, #1)",R.L. Stine,"Stine, R.L.",,"=""0439568471""","=""9780439568470""",2,3.84,Scholastic Paperbacks,Paperback,126,2003,1992,2019/09/05,2019/08/20,"children-s-books, novella, horror","children-s-books (#91), novella (#18), horror (#110)",read,"Yeah, yeah, I know, many of you read these as kids and you love them, how dare I. Well, the dog dies, so there you have it.<br/><br/>Still, it was better than the first season of <i>American Horror Story</i>.",true,,1,0
125542,"Stay Out of the Basement  (Goosebumps, #2)",R.L. Stine,"Stine, R.L.",,"=""0439568455""","=""9780439568456""",1,3.69,Scholastic,Paperback,144,1992,1992,2020/05/09,2019/09/05,"children-s-books, novella, horror","children-s-books (#92), novella (#16), horror (#112)",read,,,,1,0
40497019,Bones,Andrew Cull,"Cull, Andrew",,"=""1987658973""","=""9781987658972""",5,4.29,Vermillion2One Press,Paperback,212,2018,2018,2019/07/30,2019/06/23,"short-stories-single-author, horror","short-stories-single-author (#55), horror (#108)",read,,,,1,0
41015038,My Best Friend's Exorcism,Grady Hendrix,"Hendrix, Grady",,"=""""","=""""",1,3.96,Quirk Books,Kindle Edition,337,2016,2016,2019/08/06,2019/06/09,horror,horror (#106),read,,,,1,0
8586330,The Outsider,H.P. Lovecraft,"Lovecraft, H.P.",,"=""""","=""""",4,3.98,,Kindle Edition,66,,1926,,2019/06/16,"short-stories-novelettes, horror","short-stories-novelettes (#14), horror (#107)",read,"About 10 years ago a friend of mine lent me one of Lovecraft's short story collections and <i>The Outsider</i> was the first of them. I remember really enjoying it (mostly because of the twist ending) but struggling to get through the rest of the book because of how boring it seemed to me.<br/><br/>That was the first time I'd ever even heard of Lovecraft, so I had no idea about how terrible he was as a person, and I <i>still</i> thought that he was kind of a terrible writer. That's subjective, of course, but I merely wanted to point out that I wasn't biased; the reason I dislike him is not only his racism but also the fact that he's so goddamn boring.",,,1,0
37715859,We Sold Our Souls,Grady Hendrix,"Hendrix, Grady",,"=""""","=""""",3,3.77,Quirk Books,Kindle Edition,337,2018,2018,2020/02/17,2019/06/08,horror,horror (#104),read,"I liked this better than [b:Horrorstör|13129925|Horrorstör|Grady Hendrix|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414314217l/13129925._SX50_.jpg|18306052] and much, MUCH better than [b:My Best Friend's Exorcism|26118005|My Best Friend's Exorcism|Grady Hendrix|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456208235l/26118005._SX50_.jpg|46065002], but there's something about the way Hendrix writes that just doesn't work for me. This is a book I should love and the fact that I don't speaks volumes. For the first third I couldn't put it down and then it started dragging a bit and then it picked up the pace and then it started dragging a <i>lot</i> and by the end, it was just okay. It was also full of references that didn't exactly serve any purpose other than to make the reader go ""Oh fuck yeah, I know and love this band!"" So it felt a bit manipulative too. But it does get extra point for referencing Dolly Parton and how badass she is.<br/><br/>All in all, an enjoyable read but it's not like I'll remember it for the rest of my life. Or the rest of the month.<br/><br/>P.S. If you want to read a really good horror book about a band, go get [b:Wylding Hall|25010941|Wylding Hall|Elizabeth Hand|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424799284l/25010941._SY75_.jpg|44682447].",,,1,0
6514644,Phantom,Paul Tremblay,"Tremblay, Paul","Sean Wallace, Steve Berman, Michael Cisco, F. Brett Cox, Stephen Graham Jones, Vylar Kaftan, Carrie Laben, Nick Mamatas, Steve Rasnic Tem, Lavie Tidhar, Steve Eller, Seth Lindberg","=""1607012006""","=""9781607012009""",2,2.94,Prime Books,Paperback,196,2010,2009,2020/11/12,2019/06/07,"short-stories-multiple-authors, horror","short-stories-multiple-authors (#27), horror (#103)",read,,,,1,0
6661349,The Devil's Alphabet,Daryl Gregory,"Gregory, Daryl",,"=""0345501179""","=""9780345501172""",0,3.57,Del Rey,Paperback,388,2009,2009,,2019/06/03,"to-read, horror","to-read (#73), horror (#102)",to-read,,,,0,0
27687495,Sour Candy,Kealan Patrick Burke,"Burke, Kealan Patrick",,"=""""","=""""",2,3.71,,Kindle Edition,84,2015,2015,2020/03/02,2019/05/30,"short-stories-novelettes, horror","short-stories-novelettes (#10), horror (#100)",read,,,,1,0
2582189,The Horror at Red Hook,H.P. Lovecraft,"Lovecraft, H.P.",,"=""1419166638""","=""9781419166631""",1,2.99,Kessinger Publishing,Paperback,48,2004,1927,2019/05/06,2019/04/28,"short-stories-novelettes, horror","short-stories-novelettes (#46), horror (#51)",read,,,,1,0
25891057,Do You Like to Look at Monsters?,Scott Nicolay,"Nicolay, Scott",,"=""""","=""""",2,4.05,Word Horde,Kindle Edition,24,2015,2015,2019/05/27,2019/05/12,"short-stories-novelettes, horror","short-stories-novelettes (#8), horror (#98)",read,,,,1,0
18211208,Suffer the Children,Craig DiLouie,"DiLouie, Craig",,"=""1476739633""","=""9781476739632""",2,3.93,Gallery/Permuted Press,Paperback,343,2014,2014,2019/01/01,2018/09/16,horror,horror (#88),read,,,,1,0
10733556,Dawn of Zombie Haiku,Ryan Mecum,"Mecum, Ryan",,"=""1440312869""","=""9781440312861""",3,3.79,"F+W Media, Inc.",Paperback,144,2011,2011,,2018/09/15,"poetry, horror","poetry (#6), horror (#87)",read,"At first, I wondered<br/>if this book is for children.<br/>It turns out that: no.",,,1,0
228296,"Rosemary's Baby (Rosemary's Baby, #1)",Ira Levin,"Levin, Ira",,"=""0451194004""","=""9780451194008""",4,4.03,Signet,Hardcover,308,1997,1967,2019/03/13,2018/10/06,horror,horror (#90),read,,,,1,0
16108874,"Infected (Click Your Poison, #1)",James Schannep,"Schannep, James",,"=""""","=""""",0,3.71,,Kindle Edition,352,2013,2012,,2018/09/09,"to-read, choose-your-own-adventure, zombies, horror","to-read (#50), choose-your-own-adventure (#4), zombies (#26), horror (#85)",to-read,,,,0,0
43594095,Άγιοι Τίποτα,Κωνσταντίνος Κέλλης,"Κέλλης, Κωνσταντίνος",,"=""""","=""9789606207648""",4,4.25,Εκδόσεις Bell,Paperback,440,2019,,2021/10/30,2021/10/28,"greek, horror","greek (#20), horror (#82)",read,"Αριστοτεχνικά γραμμένο και ειλικρινά τρομακτικό, τουλάχιστον για τα δικά μου δεδομένα, χάνει κάτι στη βαθμολογία λόγω δικών μου pet peeves όπως <spoiler>θάνατος ζώου (που δεν ήταν γραφικός και on screen, του το δίνω αυτό), σεξουαλική βία (ή, στην συγκεκριμένη περίπτωση, πιο πολύ <i>φόβος</i> για επερχόμενη βία), το ρομάντζο Νάσου-Ηλιάνας εντελώς αχρείαστο, και, το χειρότερο, δεν ήθελα ρε παιδί μου μπω στη διαδικασία να συμπαθήσω ή να λυπηθώ έναν γυναικοκτόνο.</spoiler> Είναι αδύνατον να μην εντυπωσιαστώ όμως γιατί το βιβλίο ήταν πραγματικά εξαιρετικά καλογραμμένο, δεν είχε κανένα από τα κλισέ της Σκιάς στο Σπίτι και στις 400+ σελίδες του δεν βαρέθηκα ούτε για μισό δευτερόλεπτο.<br/><br/>===========================<br/><br/>Masterfully written and genuinely scary, this one gets 4 stars instead of 5 mainly because of personal pet peeves, such as <spoiler>death of an animal (thankfully not on screen and not graphic), sexual violence (or rather, in this case, mainly the <i>threat</i> of it), the romance between two of the characters felt forced and unnecessary, and also I really did <i>not</i> feel like empathising with a guy who killed his girlfriend.</spoiler> Nevertheless it's impossible to not feel impressed because the book was honestly incredibly well-written, had none of the clichés the author's previous book did and, even with a page count of 400+, I didn't get bored for a single second.<br/><br/>Would love to see this one getting translated to English, I feel like non-Greek speaking Horror fans are genuinely missing something.",,,1,0
50904441,Prosper's Demon,K.J. Parker,"Parker, K.J.",,"=""1250260515""","=""9781250260512""",0,3.74,Tor.com,Paperback,101,2020,2020,,2020/10/05,"to-read, novella, fantasy, horror","to-read (#222), novella (#60), fantasy (#72), horror (#78)",to-read,,,,0,0
32337898,You Should Have Left,Daniel Kehlmann,"Kehlmann, Daniel",Ross Benjamin,"=""110187192X""","=""9781101871928""",4,3.5,Pantheon Books,Hardcover,114,2017,2016,2020/12/29,2020/10/05,"novella, horror","novella (#67), horror (#77)",read,,,,1,0
43386666,The Faceless Old Woman Who Secretly Lives In Your Home (Welcome to Night Vale #3),Joseph Fink,"Fink, Joseph",Jeffrey Cranor,"=""0062889001""","=""9780356515076""",5,4.08,Harper Perennial,Hardcover,384,2020,2020,2021/02/20,2020/08/19,"fantasy, horror","fantasy (#67), horror (#71)",read,,,,1,0
41940390,Your Favorite Band Cannot Save You,Scotto Moore,"Moore, Scotto",,"=""1250314909""","=""9781250314901""",2,3.51,Tordotcom,Paperback,127,2019,2016,2020/07/04,2020/07/04,"novella, horror","novella (#54), horror (#67)",read,,,,1,0
125662,"Say Cheese and Die! (Goosebumps, #4)",R.L. Stine,"Stine, R.L.",,"=""0439568420""","=""9780439568425""",3,3.77,Scholastic,Paperback,144,2003,1992,2020/05/18,2020/05/18,"children-s-books, novella, horror","children-s-books (#97), novella (#52), horror (#66)",read,,,,1,0
24791985,The Visible Filth,Nathan Ballingrud,"Ballingrud, Nathan",,"=""0957548192""","=""9780957548190""",3,3.68,This Is Horror,Paperback,68,2015,2015,2020/05/03,2020/04/26,"novella, horror","novella (#3), horror (#65)",read,,,,1,0
38342901,Old Order,Jonathan Janz,"Janz, Jonathan",,"=""""","=""""",1,3.8,Amazon Digital Services,Kindle Edition,52,2018,2010,2020/03/25,2020/03/25,"novella, horror","novella (#5), horror (#64)",read,,,,1,0
30733482,The Booking,Ramsey Campbell,"Campbell, Ramsey",,"=""1626411395""","=""9781626411395""",2,3.86,Dark Regions Press,Paperback,76,2016,2016,2020/01/25,2020/01/15,"novella, horror","novella (#9), horror (#61)",read,,,,1,0
34845675,Dark Warm Heart,Rich Larson,"Larson, Rich",,"=""""","=""""",3,3.36,Tor Books,Kindle Edition,28,2017,2017,2020/05/19,2019/11/27,"short-stories-novelettes, horror","short-stories-novelettes (#25), horror (#60)",read,,,,2,0
26892110,The Library at Mount Char,Scott  Hawkins,"Hawkins, Scott",,"=""0553418629""","=""9780553418620""",0,4.09,Crown,Paperback,390,2016,2015,,2020/03/18,"to-read, fantasy, horror","to-read (#130), fantasy (#61), horror (#62)",to-read,,,,0,0
32738753,Witching Hour Theatre,Jonathan Janz,"Janz, Jonathan",,"=""""","=""""",4,3.67,,Kindle Edition,81,2016,2005,2020/03/19,2020/03/19,"novella, horror","novella (#6), horror (#63)",read,"While I had a few problems with this (why so many descriptions of tits? -Oh, of course, Janz says that his main influence is Stephen King), <i>Witching Hour Theatre</i> was pure fun. If your idea of fun is slasher films.",,,1,0
29445758,I'm Thinking of Ending Things,Iain Reid,"Reid, Iain",,"=""1501126946""","=""9781501126949""",4,3.59,Gallery/Scout Press,Paperback,240,2017,2016,2020/04/12,2019/09/30,horror,horror (#57),read,,,,1,0
45718831,The Reddening,Adam Nevill,"Nevill, Adam",,"=""1916094104""","=""9781916094109""",2,3.69,Ritual Limited ,Hardcover,415,2019,2019,2020/02/29,2019/11/27,horror,horror (#59),read,,,,1,0
157076,The Most Dangerous Game,Richard Connell,"Connell, Richard",Dennis Lyall,"=""1599869691""","=""9781599869698""",3,3.94,"Filiquarian Publishing, LLC.",Paperback,48,2006,1924,,2019/09/19,"short-stories-novelettes, horror","short-stories-novelettes (#28), horror (#56)",read,,,,1,0
25109947,"Lovecraft Country (Lovecraft Country, #1)",Matt Ruff,"Ruff, Matt",,"=""""","=""""",4,4.02,Harper,ebook,329,2016,2016,2017/12/06,2017/08/17,horror,horror (#30),read,,,,1,0
20096881,Sketcher,Roland Watson Grant,"Grant, Roland Watson",,"=""1846883121""","=""9781846883125""",0,3.83,Alma Books,Paperback,320,2015,2014,,2020/09/28,"to-read, general-fiction, young-adult","to-read (#212), general-fiction (#55), young-adult (#31)",to-read,,,,0,0
35817737,"The Exact Opposite of Okay (Izzy O'Neill, #1)",Laura Steven,"Steven, Laura",,"=""""","=""""",5,4.05,Electric Monkey,Paperback,337,2018,2018,2019/05/11,2019/04/29,"general-fiction, young-adult","general-fiction (#53), young-adult (#30)",read,,,,1,0
39280444,Speak,Laurie Halse Anderson,"Anderson, Laurie Halse",,"=""0374311250""","=""9780374311254""",5,4.04,"Farrar, Straus and Giroux (BYR)",Hardcover,224,2019,1999,2019/05/18,2019/04/06,"general-fiction, young-adult","general-fiction (#51), young-adult (#28)",read,,,,1,0
32333338,Save the Date,Morgan Matson,"Matson, Morgan",,"=""1481404571""","=""9781481404570""",2,3.76,Simon  Schuster Books for Young Readers,Hardcover,417,2018,2018,2018/09/06,2018/09/02,"romance, general-fiction, young-adult","romance (#5), general-fiction (#49), young-adult (#26)",read,"A young woman growing up and realising that her family, the people she loves and admires most in her life, are human and flowed and sometimes do horrible things is an entertaining enough premise.<br/>Unfortunately, the book doesn't deliver. It is not very well written and it is certainly very badly edited. <br/><br/>I have two problems concerning the writing.<br/><br/>Firstly, Matson describes every single thing with excruciating detail.<br/><br/><i> We tucked in the sheet, then the top sheet, and pulled the comforter over them, then tossed the pillows onto the bed. I straightened them out and gave them a quick fluff and decided that was probably as good as it was going to get. </i><br/><br/>We all more or less know how a bed is made, thank you. A simple ""we made the bed as best we could"" would suffice.<br/><br/>Secondly, Matson repeats herself. A LOT. <br/><br/>Along with the endless times someone ""<i>winces</i>"" and there is a silence ""<i>so thick that it feels like a physical presence</i>"", there are repetitions of whole scenes.<br/>For example, something is happening in the kitchen. <br/>Person A enters the kitchen and says ""oh, so this is happening"" and the people around them confirm that, indeed, this is happening. <br/>Person B enters the kitchen and says ""oh, this is happening"" and the people there, along with person A, say ""yep, this is happening"".<br/>Person C enters the kitchen and says ""oh wow, this is happening"" and the people there, along with persons A and B, confirm.<br/>Person D enters the kitchen...<br/><br/>Well, you get the idea. <br/>I think this was meant to be funny and, had this been a movie, it probably would be. But in a book format it is almost painful.<br/><br/><br/>There are definitely some very charming and funny moments and, even though most of the characters are not likeable to begin with, they sort of redeem themselves by the end.<br/><br/>I think my main problem, though, is best illustrated by the following excerpt <spoiler> in which Charlie has just found out that her parents are getting a divorce</spoiler>.<br/><br/><i> We just sat there for a moment, and I couldn't help but wonder if it was what people who've just been in an earthquake or a tornado felt. When you're standing among the rubble and wreckage of what just moments earlier had been your life, wondering how you got there and what happened now that everything was destroyed. </i><br/><br/>This bugs me beyond words, but what I basically mean is that this book had might as well been called ""Rich white people problems"".",,,1,0
33163378,Moxie,Jennifer Mathieu,"Mathieu, Jennifer",,"=""1626726353""","=""9781626726352""",5,4.22,Roaring Brook Press,Hardcover,330,2017,2017,2019/02/19,2019/02/15,"general-fiction, young-adult","general-fiction (#50), young-adult (#27)",read,,,,1,0
18656036,The Fever,Megan Abbott,"Abbott, Megan",,"=""0316231053""","=""9780316231053""",2,3.1,"Little, Brown and Company",Hardcover,307,2014,2014,2019/06/12,2019/04/20,"general-fiction, young-adult","general-fiction (#52), young-adult (#29)",read,,,,1,0
50548197,"A Deadly Education (The Scholomance, #1)",Naomi Novik,"Novik, Naomi",,"=""0593128486""","=""9780593128480""",0,4,Del Rey,Hardcover,336,2020,2020,,2020/09/16,"to-read, fantasy, young-adult","to-read (#201), fantasy (#161), young-adult (#23)",to-read,,,,0,0
52369824,Minor Mage,T. Kingfisher,"Kingfisher, T.",,"=""""","=""""",5,4.2,Red Wombat Studio,Kindle Edition,176,2019,2019,2020/04/02,2019/07/29,"fantasy, young-adult","fantasy (#220), young-adult (#17)",read,,,,1,0
36220335,"For a Muse of Fire (For a Muse of Fire, #1)",Heidi Heilig,"Heilig, Heidi",,"=""0062380834""","=""9780062380838""",3,3.66,Greenwillow Books,ebook,512,2018,2018,2020/05/29,2020/05/23,"fantasy, young-adult","fantasy (#16), young-adult (#20)",read,,,,1,0
13648,"Gifts (Annals of the Western Shore, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0152051244""","=""9780152051242""",0,3.75,Harcourt,Paperback,286,2006,2004,,2020/05/17,"to-read, fantasy, young-adult","to-read (#146), fantasy (#207), young-adult (#19)",to-read,,,,0,0
54369251,A Wizard’s Guide to Defensive Baking,T. Kingfisher,"Kingfisher, T.",,"=""1614505241""","=""9781614505242""",3,4.17,Argyll Productions,Paperback,308,2020,2020,2022/03/22,2020/08/17,"fantasy, young-adult","fantasy (#159), young-adult (#21)",read,,,,1,0
25405,"Through a Glass, Darkly",Jostein Gaarder,"Gaarder, Jostein",Elizabeth Rokkan,"=""1858817692""","=""9781858817699""",3,3.81,Orion Children's Books (an Imprint of The Orion Publishing Group Ltd ),Paperback,176,1999,1993,,2019/06/16,"inaccurate-youthful-ratings, fantasy, young-adult","inaccurate-youthful-ratings (#72), fantasy (#55), young-adult (#16)",read,,,,1,0
32182098,Summer in Orcus,T. Kingfisher,"Kingfisher, T.",,"=""""","=""""",0,4.49,Red Wombat Studio,ebook,268,2016,2017,,2019/06/10,"to-read, fantasy, young-adult","to-read (#81), fantasy (#213), young-adult (#15)",to-read,,,,0,0
32712167,A House at the Bottom of a Lake,Josh Malerman,"Malerman, Josh",,"=""""","=""""",3,3.21,This Is Horror,Kindle Edition,118,2016,2016,2020/06/22,2019/05/30,"novella, romance, fantasy, young-adult","novella (#24), romance (#15), fantasy (#52), young-adult (#14)",read,"Torn between 2 and 3 stars, I think the main thing to say here is that I wouldn't categorize this as Horror. I think I've mentioned this in another review as well but, in cases like this, I am reminded of M. Night Shyamalan's <a href=""https://www.imdb.com/title/tt0368447/"">The Village</a> which people seemed to hate when it first came out because they expected a monster movie. Well, it isn't a monster movie, it's a romance and a rather good one at that. But because it was marketed as Horror, people (myself included) were annoyed.<br/><br/>Similarly, <i>A House at the Bottom of a Lake</i> is not a Horror novella (even though it was published by This Is Horror), but a Young Adult romance story at its core with a couple of Horror elements. Unlike <i>The Village</i>, though, I don't think it's a very <i>good</i> romance story. It had great moments; almost every scene where the titular house is described was suspenseful and I quite liked the ending. But Malerman fails miserably to capture the teenage protagonists' voices and don't even get me started on the sexual scenes between them -those were truly cringeworthy.<br/><br/>I'm leaving it at 3 stars for now but it's entirely possible that I'll think about it some more and find more things that bugged me about it.",,,1,0
31450908,"Down Among the Sticks and Bones (Wayward Children, #2)",Seanan McGuire,"McGuire, Seanan",,"=""0765392038""","=""9780765392039""",4,4.15,Tordotcom,Hardcover,187,2017,2017,,2019/05/28,"fantasy, queer, young-adult","fantasy (#252), queer (#38), young-adult (#13)",read,,,,1,0
25526296,"Every Heart a Doorway (Wayward Children, #1)",Seanan McGuire,"McGuire, Seanan",,"=""0765385503""","=""9780765385505""",3,3.82,Tor.com,Hardcover,169,2016,2016,2019/05/28,2019/05/17,"fantasy, queer, young-adult","fantasy (#250), queer (#37), young-adult (#12)",read,,,,1,0
5957313,"Graveminder (Graveminder, #1)",Melissa Marr,"Marr, Melissa",,"=""0061826871""","=""9780061826870""",1,3.49,HarperCollins Publishers,Hardcover,324,2011,2011,2018/08/19,2018/08/17,"fantasy, young-adult","fantasy (#239), young-adult (#7)",read,,,,1,0
22544764,Uprooted,Naomi Novik,"Novik, Naomi",,"=""0804179034""","=""9780804179034""",0,4.05,Del Rey,Hardcover,438,2015,2015,,2018/08/27,"to-read, fantasy, young-adult","to-read (#49), fantasy (#245), young-adult (#9)",to-read,,,,0,0
18244295,Awoken,Serra Elinsen,"Elinsen, Serra",Elisa   Hansen,"=""1491268727""","=""9781491268728""",4,3.89,CreateSpace Independent Publishing Platform,Paperback,324,2013,2013,2018/08/11,2018/08/03,"fantasy, young-adult","fantasy (#236), young-adult (#6)",read,,,,1,0
7664041,"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,"Paolini, Christopher",,"=""0375856110""","=""9780375856112""",4,4.12,Alfred A. Knopf,Hardcover,849,2011,2011,,2017/08/17,"fantasy, young-adult","fantasy (#89), young-adult (#4)",read,,,,1,0
